textID,ID SEQ,SEQ BIG,anno,mese,caratteri,livello,starts_at,ends_at,starts_at norm,ends_at norm,somma ripetizioni,tipologia,categorie di tipologia,struttura/contenuto,Cluster tipolegie
V006,S1149,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1150,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1151,struttura;struttura;iniziativa/piano,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,iniziativa/piano,esteriore,contenuto,intenzione
V006,S1152,struttura;struttura;incontro di gruppo,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro di gruppo,esteriore,contenuto,interazione
V006,S1153,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1154,struttura;struttura;innamoramento,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,innamoramento,interiore,contenuto,innamoramento
V006,S1155,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1156,struttura;struttura;fallimento,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,fallimento,esteriore,contenuto,intenzione
V006,S1157,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1158,struttura;struttura;fuga,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,fuga,esteriore,contenuto,spostamento
V006,S1159,struttura;struttura;incontro maschile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1160,struttura;struttura;incontro femminile;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro femminile,esteriore,contenuto,interazione
V006,S1161,struttura;struttura;incontro femminile;fuga,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro femminile,esteriore,contenuto,interazione
V006,S1162,struttura;struttura;incontro femminile;incontro maschile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro femminile,esteriore,contenuto,interazione
V006,S1163,struttura;struttura;incontro femminile;iniziativa/piano,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro femminile,esteriore,contenuto,interazione
V006,S1164,struttura;struttura;incontro femminile;incontro di gruppo,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro femminile,esteriore,contenuto,interazione
V006,S1165,struttura;struttura;partenza/sparizione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,partenza/sparizione,esteriore,contenuto,spostamento
V006,S1166,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1167,struttura;struttura;compito/missione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,compito/missione,esteriore,contenuto,interazione
V006,S1168,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1169,struttura;struttura;incontro di gruppo,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro di gruppo,esteriore,contenuto,interazione
V006,S1170,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1171,struttura;struttura;smarrimento/dubbio,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,smarrimento/dubbio,interiore,contenuto,smarrimento/dubbio
V006,S1172,struttura;struttura;incontro animale,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro animale,esteriore,contenuto,interazione
V006,S1173,struttura;struttura;inseguimento/ricerca;incontro femminile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,inseguimento/ricerca,esteriore,contenuto,spostamento
V006,S1174,struttura;struttura;inseguimento/ricerca;incontro maschile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,inseguimento/ricerca,esteriore,contenuto,spostamento
V006,S1175,struttura;struttura;inseguimento/ricerca;incontro maschile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,inseguimento/ricerca,esteriore,contenuto,spostamento
V006,S1176,struttura;struttura;inseguimento/ricerca;incontro maschile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,inseguimento/ricerca,esteriore,contenuto,spostamento
V006,S1177,struttura;struttura;inseguimento/ricerca;incontro di gruppo,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,inseguimento/ricerca,esteriore,contenuto,spostamento
V006,S1178,struttura;struttura;inseguimento/ricerca;smarrimento/dubbio,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,inseguimento/ricerca,esteriore,contenuto,spostamento
V006,S1179,struttura;struttura;inseguimento/ricerca;incontro femminile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,inseguimento/ricerca,esteriore,contenuto,spostamento
V006,S1180,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1181,struttura;struttura;iniziativa/piano,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,iniziativa/piano,esteriore,contenuto,intenzione
V006,S1182,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1183,struttura;struttura;incontro maschile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1184,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1185,struttura;struttura;ostacolo,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,ostacolo,esteriore,contenuto,intenzione
V006,S1186,struttura;struttura;fallimento,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,fallimento,esteriore,contenuto,intenzione
V006,S1187,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1188,struttura;struttura;incontro maschile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1189,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1190,struttura;struttura;iniziativa/piano,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,iniziativa/piano,esteriore,contenuto,intenzione
V006,S1191,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1192,struttura;struttura;missione dei bambini,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,missione dei bambini,esteriore,contenuto,interazione
V006,S1193,struttura;struttura;fallimento,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,fallimento,esteriore,contenuto,intenzione
V006,S1194,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1195,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1196,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1197,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1198,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1199,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1200,struttura;struttura;incontro maschile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1201,struttura;struttura;iniziativa/piano,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,iniziativa/piano,esteriore,contenuto,intenzione
V006,S1202,struttura;struttura;incontro femminile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro femminile,esteriore,contenuto,interazione
V006,S1203,struttura;struttura;fallimento,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,fallimento,esteriore,contenuto,intenzione
V006,S1204,struttura;struttura;incontro maschile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1205,struttura;struttura;iniziativa/piano,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,iniziativa/piano,esteriore,contenuto,intenzione
V006,S1206,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1207,struttura;struttura;incontro maschile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1208,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1209,struttura;struttura;missione dei bambini,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,missione dei bambini,esteriore,contenuto,interazione
V006,S1210,struttura;struttura;fallimento,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,fallimento,esteriore,contenuto,intenzione
V006,S1211,struttura;struttura;iniziativa/piano,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,iniziativa/piano,esteriore,contenuto,intenzione
V006,S1212,struttura;struttura;ostacolo,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,ostacolo,esteriore,contenuto,intenzione
V006,S1213,struttura;struttura;missione dei bambini,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,missione dei bambini,esteriore,contenuto,interazione
V006,S1214,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1215,struttura;struttura;incontro maschile;racconto incastonato,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1216,struttura;struttura;incontro maschile;racconto incastonato,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1217,struttura;struttura;incontro maschile;tema,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1218,struttura;struttura;successo,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,successo,esteriore,contenuto,intenzione
V006,S1219,struttura;struttura;compito/missione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,compito/missione,esteriore,contenuto,interazione
V006,S1220,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1221,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1222,struttura;struttura;incontro maschile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1223,struttura;struttura;fallimento,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,fallimento,esteriore,contenuto,intenzione
V006,S1224,struttura;struttura;iniziativa/piano,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,iniziativa/piano,esteriore,contenuto,intenzione
V006,S1225,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1226,struttura;struttura;compito/missione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,compito/missione,esteriore,contenuto,interazione
V006,S1227,struttura;struttura;rivelazione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,rivelazione,esteriore/interiore,contenuto,rivelazione
V006,S1228,struttura;struttura;missione dei bambini,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,missione dei bambini,esteriore,contenuto,interazione
V006,S1229,struttura;struttura;inseguimento/ricerca,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,inseguimento/ricerca,esteriore,contenuto,spostamento
V006,S1230,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1231,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1232,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1233,struttura;struttura;rivelazione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,rivelazione,esteriore/interiore,contenuto,rivelazione
V006,S1234,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1235,struttura;struttura;iniziativa/piano,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,iniziativa/piano,esteriore,contenuto,intenzione
V006,S1236,struttura;struttura;fallimento,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,fallimento,esteriore,contenuto,intenzione
V006,S1237,struttura;struttura;iniziativa/piano,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,iniziativa/piano,esteriore,contenuto,intenzione
V006,S1238,struttura;struttura;partenza/sparizione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,partenza/sparizione,esteriore,contenuto,spostamento
V006,S1239,struttura;struttura;inseguimento/ricerca,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,inseguimento/ricerca,esteriore,contenuto,spostamento
V006,S1240,struttura;struttura;incontro maschile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1241,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1242,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1243,struttura;struttura;iniziativa/piano,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,iniziativa/piano,esteriore,contenuto,intenzione
V006,S1244,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1245,struttura;struttura;fallimento,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,fallimento,esteriore,contenuto,intenzione
V006,S1246,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1247,struttura;struttura;ostacolo,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,ostacolo,esteriore,contenuto,intenzione
V006,S1248,struttura;struttura;incontro maschile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1249,struttura;struttura;incontro maschile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1250,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1251,struttura;struttura;ostacolo,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,ostacolo,esteriore,contenuto,intenzione
V006,S1252,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1253,struttura;struttura;ostacolo,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,ostacolo,esteriore,contenuto,intenzione
V006,S1254,struttura;struttura;incontro maschile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1255,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1256,struttura;struttura;ostacolo,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,ostacolo,esteriore,contenuto,intenzione
V006,S1257,struttura;struttura;incontro maschile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1258,struttura;struttura;incontro maschile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1259,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1260,struttura;struttura;fallimento,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,fallimento,esteriore,contenuto,intenzione
V006,S1261,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1262,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1263,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1264,struttura;struttura;missione dei bambini,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,missione dei bambini,esteriore,contenuto,interazione
V006,S1265,struttura;struttura;illusione/speranza,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,illusione/speranza,interiore,contenuto,illusione/speranza
V006,S1266,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1267,struttura;struttura;iniziativa/piano,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,iniziativa/piano,esteriore,contenuto,intenzione
V006,S1268,struttura;struttura;fallimento,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,fallimento,esteriore,contenuto,intenzione
V006,S1269,struttura;struttura;situazione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,situazione,esteriore,contenuto,situazione
V006,S1270,struttura;struttura;iniziativa/piano,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,iniziativa/piano,esteriore,contenuto,intenzione
V006,S1271,struttura;struttura;iniziativa/piano,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,iniziativa/piano,esteriore,contenuto,intenzione
V006,S1272,struttura;struttura;riflessione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,riflessione,interiore,contenuto,riflessione
V006,S1273,struttura;struttura;fallimento,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,fallimento,esteriore,contenuto,intenzione
V006,S1274,struttura;struttura;incontro maschile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1275,struttura;struttura;iniziativa/piano,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,iniziativa/piano,esteriore,contenuto,intenzione
V006,S1276,struttura;struttura;aggressione/scontro,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,aggressione/scontro,esteriore,contenuto,interazione
V006,S1277,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1278,struttura;struttura;morte,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,morte,esteriore/interiore,contenuto,morte
V006,S1279,struttura;struttura;visione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,visione,interiore,contenuto,visione
V006,S1280,struttura;struttura;compito/missione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,compito/missione,esteriore,contenuto,interazione
V006,S1281,struttura;struttura;compito/missione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,compito/missione,esteriore,contenuto,interazione
V006,S1282,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1283,struttura;struttura;incontro di gruppo;compito/missione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro di gruppo,esteriore,contenuto,interazione
V006,S1284,struttura;struttura;incontro di gruppo;smarrimento/dubbio,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro di gruppo,esteriore,contenuto,interazione
V006,S1285,struttura;struttura;incontro di gruppo;rivelazione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro di gruppo,esteriore,contenuto,interazione
V006,S1286,struttura;struttura;partenza/sparizione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,partenza/sparizione,esteriore,contenuto,spostamento
V006,S1287,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1288,struttura;struttura;incontro maschile;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1289,struttura;struttura;incontro maschile;viaggio,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1290,struttura;struttura;incontro maschile;rivelazione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1291,struttura;struttura;partenza/sparizione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,partenza/sparizione,esteriore,contenuto,spostamento
V006,S1292,struttura;struttura;telefonata,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,telefonata,esteriore,contenuto,x
V006,S1293,struttura;struttura;città magica,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,città magica,esteriore,contenuto,situazione
V006,S1294,struttura;struttura;viaggio,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,viaggio,esteriore,contenuto,spostamento
V006,S1295,struttura;struttura;rivelazione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,rivelazione,esteriore/interiore,contenuto,rivelazione
V006,S1296,struttura;struttura;viaggio,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,viaggio,esteriore,contenuto,spostamento
V006,S1297,struttura;struttura;iniziativa/piano,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,iniziativa/piano,esteriore,contenuto,intenzione
V006,S1298,struttura;struttura;viaggio,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,viaggio,esteriore,contenuto,spostamento
V006,S1299,struttura;struttura;iniziativa/piano,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,iniziativa/piano,esteriore,contenuto,intenzione
V006,S1300,struttura;struttura;rivelazione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,rivelazione,esteriore/interiore,contenuto,rivelazione
V006,S1301,struttura;struttura;viaggio,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,viaggio,esteriore,contenuto,spostamento
V006,S1302,struttura;struttura;aggressione/scontro,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,aggressione/scontro,esteriore,contenuto,interazione
V006,S1303,struttura;struttura;pausa/sospensione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,pausa/sospensione,interiore,contenuto,pausa/sospensione
V006,S1304,struttura;struttura;aggressione/scontro,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,aggressione/scontro,esteriore,contenuto,interazione
V006,S1305,struttura;struttura;partenza/sparizione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,partenza/sparizione,esteriore,contenuto,spostamento
V006,S1306,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1307,struttura;struttura;viaggio,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,viaggio,esteriore,contenuto,spostamento
V006,S1308,struttura;struttura;compito/missione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,compito/missione,esteriore,contenuto,interazione
V006,S1309,struttura;struttura;pausa/sospensione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,pausa/sospensione,interiore,contenuto,pausa/sospensione
V006,S1310,struttura;struttura;incontro maschile;fallimento,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1311,struttura;struttura;incontro maschile;fallimento,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1312,struttura;struttura;incontro maschile;fallimento,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1313,struttura;struttura;incontro maschile;fallimento,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1314,struttura;struttura;incontro maschile;fallimento,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1315,struttura;struttura;incontro maschile;partenza/sparizione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1316,struttura;struttura;incontro femminile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro femminile,esteriore,contenuto,interazione
V006,S1317,struttura;struttura;incontro maschile;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1318,struttura;struttura;incontro maschile;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1319,struttura;struttura;incontro maschile;fallimento,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1320,struttura;struttura;incontro maschile;fallimento,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1321,struttura;struttura;incontro maschile;fallimento,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1322,struttura;struttura;incontro maschile;fallimento,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1323,struttura;struttura;fallimento,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,fallimento,esteriore,contenuto,intenzione
V006,S1324,struttura;struttura;incontro maschile,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,incontro maschile,esteriore,contenuto,interazione
V006,S1325,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1326,struttura;struttura;iniziativa/piano,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,iniziativa/piano,esteriore,contenuto,intenzione
V006,S1327,struttura;struttura;aggressione/scontro,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,aggressione/scontro,esteriore,contenuto,interazione
V006,S1328,struttura;struttura;aggressione/scontro,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,aggressione/scontro,esteriore,contenuto,interazione
V006,S1329,struttura;struttura;aggressione/scontro,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,aggressione/scontro,esteriore,contenuto,interazione
V006,S1330,struttura;struttura;angoscia/delusione,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,angoscia/delusione,interiore,contenuto,angoscia/delusione
V006,S1331,struttura;struttura;aggressione/scontro,1958,11,1085029,tre,584241,606616,53.8,55.9,22375,aggressione/scontro,esteriore,contenuto,interazione
