id	Fonte	Titolo Fonte	Pubblicazione Fonte	Pubblicazioni Id	Pubblicazioni Titoli	year	Occorrenza	Parte di	Parte di ID	nominato/Generico	Scala	Luogo desunto	I	C	F	Localizzabile	Terrestre	Inventato	Categoria	Start	End	Nota	Tema	Tema_old
L00614	S088	La speculazione edilizia	raccolta;romanzo	«Botteghe Oscure»;V006;V010	«Botteghe Oscure»;I racconti;La speculazione edilizia	1957	villa	*** (Sanremo)	L00613	generico				x	x	sì	sì	-	Terrestri generici	2257	2262		paesaggio urbano	paesaggio urbano
L00615	S088	La speculazione edilizia	raccolta;romanzo	«Botteghe Oscure»;V006;V010	«Botteghe Oscure»;I racconti;La speculazione edilizia	1957	studio (avvocato)	*** (Sanremo)	L00613	generico						sì	sì	-	Terrestri generici	27596	27602		paesaggio urbano	paesaggio urbano
L00616	S088	La speculazione edilizia	raccolta;romanzo	«Botteghe Oscure»;V006;V010	«Botteghe Oscure»;I racconti;La speculazione edilizia	1957	via principale	*** (Sanremo)	L00613	generico						sì	sì	-	Terrestri generici	29434	29448		paesaggio urbano	paesaggio urbano
L00617	S088	La speculazione edilizia	raccolta;romanzo	«Botteghe Oscure»;V006;V010	«Botteghe Oscure»;I racconti;La speculazione edilizia	1957	T. (Torino)			nominato	comune	sì				sì	sì	-	Terrestri localizzabili	37821	37823		paesaggio urbano	paesaggio urbano
L00618	S088	La speculazione edilizia	raccolta;romanzo	«Botteghe Oscure»;V006;V010	«Botteghe Oscure»;I racconti;La speculazione edilizia	1957	ristorante	T. (Torino)	L00617	generico						sì	sì	-	Terrestri generici	37845	37855		paesaggio urbano	paesaggio urbano
L00619	S088	La speculazione edilizia	raccolta;romanzo	«Botteghe Oscure»;V006;V010	«Botteghe Oscure»;I racconti;La speculazione edilizia	1957	ufficio	*** (Sanremo)	L00613	generico						sì	sì	-	Terrestri generici	55900	55907		paesaggio urbano	paesaggio urbano
L00620	S088	La speculazione edilizia	raccolta;romanzo	«Botteghe Oscure»;V006;V010	«Botteghe Oscure»;I racconti;La speculazione edilizia	1957	caffè Melina	*** (Sanremo)	L00613	nominato	landmark					no	sì	no	Terrestri localizzabili	60046	60058		paesaggio urbano	paesaggio urbano
L00621	S088	La speculazione edilizia	raccolta;romanzo	«Botteghe Oscure»;V006;V010	«Botteghe Oscure»;I racconti;La speculazione edilizia	1957	studio (notaio)	*** (Sanremo)	L00613	generico						sì	sì	-	Terrestri generici	85830	85836		paesaggio urbano	paesaggio urbano
L00622	S088	La speculazione edilizia	raccolta;romanzo	«Botteghe Oscure»;V006;V010	«Botteghe Oscure»;I racconti;La speculazione edilizia	1957	Serenella	*** (Sanremo)	L00613	nominato	landmark					sì	sì	no	Terrestri localizzabili	101024	101033		paesaggio urbano	paesaggio urbano
L00623	S088	La speculazione edilizia	raccolta;romanzo	«Botteghe Oscure»;V006;V010	«Botteghe Oscure»;I racconti;La speculazione edilizia	1957	affittacamere	*** (Sanremo)	L00613	generico						sì	sì	-	Terrestri generici	102134	102147		paesaggio urbano	paesaggio urbano
L00624	S088	La speculazione edilizia	raccolta;romanzo	«Botteghe Oscure»;V006;V010	«Botteghe Oscure»;I racconti;La speculazione edilizia	1957	cantiere	*** (Sanremo)	L00613	generico						sì	sì	-	Terrestri generici	104983	104991		paesaggio urbano	paesaggio urbano
L00625	S088	La speculazione edilizia	raccolta;romanzo	«Botteghe Oscure»;V006;V010	«Botteghe Oscure»;I racconti;La speculazione edilizia	1957	Roma			nominato	comune					sì	sì	no	Terrestri localizzabili	144196	144200		paesaggio urbano	paesaggio urbano
L00626	S088	La speculazione edilizia	raccolta;romanzo	«Botteghe Oscure»;V006;V010	«Botteghe Oscure»;I racconti;La speculazione edilizia	1957	Cannes			nominato	comune					sì	sì	no	Terrestri localizzabili	150113	150119		paesaggio urbano	paesaggio urbano
L00627	S088	La speculazione edilizia	raccolta;romanzo	«Botteghe Oscure»;V006;V010	«Botteghe Oscure»;I racconti;La speculazione edilizia	1957	casa	*** (Sanremo)	L00613	generico						sì	sì	-	Terrestri generici	155406	155410		paesaggio urbano	paesaggio urbano
L00628	S089	Dialogo sul satellite	altro	«Città aperta»	«Città aperta»	1958	razzo			generico					x	no	sì	-	Terrestri generici	7847	7852		nessuno	paesaggio cosmico
L00629	S089	Dialogo sul satellite	altro	«Città aperta»	«Città aperta»	1958	foresta			generico					x	no	sì	-	Terrestri generici	8116	8123		nessuno	paesaggio cosmico
L00630	S090	Monologo notturno d'un nobile scozzese	altro	«L'Espresso»	«L'Espresso»	1958	stanza	castello	L00631	generico			x	x	x	sì	sì	-	Terrestri generici	199	205		nessuno	nessuno
L00631	S090	Monologo notturno d'un nobile scozzese	altro	«L'Espresso»	«L'Espresso»	1958	castello	Scozia	L00632	generico						sì	sì	-	Terrestri generici	518	526		nessuno	nessuno
L00632	S090	Monologo notturno d'un nobile scozzese	altro	«L'Espresso»	«L'Espresso»	1958	Scozia			nominato	nazione					sì	sì	no	Terrestri localizzabili	2072	2078		nessuno	nessuno
L00633	S091	Una bella giornata di marzo	altro	«Città aperta»	«Città aperta»	1958	Senato	Roma	L00634	nominato	landmark		x	x	x	sì	sì	no	Terrestri localizzabili	126	132		nessuno	nessuno
L00634	S091	Una bella giornata di marzo	altro	«Città aperta»	«Città aperta»	1958	Roma			nominato	città antica					sì	sì	no	Terrestri localizzabili	3116	3120		nessuno	nessuno
L00635	S092	La gallina di reparto	raccolta	«Nuova Corrente»;V006	«Nuova Corrente»;I racconti	1958	cortiletto	fabbrica	L00636	generico			x			no	sì	-	Terrestri generici	170	180		fabbrica	fabbrica
L00636	S092	La gallina di reparto	raccolta	«Nuova Corrente»;V006	«Nuova Corrente»;I racconti	1958	fabbrica			generico						no	sì	-	Terrestri generici	187	195		fabbrica	fabbrica
L00637	S092	La gallina di reparto	raccolta	«Nuova Corrente»;V006	«Nuova Corrente»;I racconti	1958	reparto	fabbrica	L00636	generico				x		no	sì	-	Terrestri generici	2446	2453		fabbrica	fabbrica
L00638	S092	La gallina di reparto	raccolta	«Nuova Corrente»;V006	«Nuova Corrente»;I racconti	1958	ufficio	fabbrica	L00636	generico						no	sì	-	Terrestri generici	14287	14294		fabbrica	fabbrica
L00639	S092	La gallina di reparto	raccolta	«Nuova Corrente»;V006	«Nuova Corrente»;I racconti	1958	studio	fabbrica	L00636	generico					x	no	sì	-	Terrestri generici	16950	16956		fabbrica	fabbrica
L00640	S093	La notte dei numeri	raccolta	«Il Mondo»;V006	«Il Mondo»;I racconti	1958	città			generico			x			no	sì	-	Terrestri generici	502	507		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00641	S093	La notte dei numeri	raccolta	«Il Mondo»;V006	«Il Mondo»;I racconti	1958	stanze	uffici	L00642	generico						no	sì	-	Terrestri generici	2533	2539		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00642	S093	La notte dei numeri	raccolta	«Il Mondo»;V006	«Il Mondo»;I racconti	1958	uffici	Sbav	L00643	generico					x	no	sì	-	Terrestri generici	3485	3491		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00643	S093	La notte dei numeri	raccolta	«Il Mondo»;V006	«Il Mondo»;I racconti	1958	Sbav	città	L00640	nominato	landmark					no	sì	sì	Terrestri Inventati	4307	4311		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00644	S093	La notte dei numeri	raccolta	«Il Mondo»;V006	«Il Mondo»;I racconti	1958	sala	Sbav	L00643	generico						no	sì	-	Terrestri generici	7146	7150		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00645	S093	La notte dei numeri	raccolta	«Il Mondo»;V006	«Il Mondo»;I racconti	1958	salone	Sbav	L00643	generico						no	sì	-	Terrestri generici	13745	13751		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00646	S093	La notte dei numeri	raccolta	«Il Mondo»;V006	«Il Mondo»;I racconti	1958	sotterranei	Sbav	L00643	generico						no	sì	-	Terrestri generici	17023	17034		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00647	S094	L'avventura di un lettore	raccolta	«Tempo presente»;V006;V017	«Tempo presente»;I racconti;Gli amori difficili	1958	rampa			generico			x			no	sì	-	Terrestri generici	379	384		mare	mare
L00648	S094	L'avventura di un lettore	raccolta	«Tempo presente»;V006;V017	«Tempo presente»;I racconti;Gli amori difficili	1958	capo			generico						no	sì	-	Terrestri generici	815	819		mare	mare
L00649	S094	L'avventura di un lettore	raccolta	«Tempo presente»;V006;V017	«Tempo presente»;I racconti;Gli amori difficili	1958	scoglio	capo	L00648	generico				x		no	sì	-	Terrestri generici	1087	1094		mare	mare
L00650	S094	L'avventura di un lettore	raccolta	«Tempo presente»;V006;V017	«Tempo presente»;I racconti;Gli amori difficili	1958	mare			generico						no	sì	-	Terrestri generici	7021	7025		mare	mare
L00651	S094	L'avventura di un lettore	raccolta	«Tempo presente»;V006;V017	«Tempo presente»;I racconti;Gli amori difficili	1958	riva	capo	L00648	generico						no	sì	-	Terrestri generici	13007	13011		mare	mare
L00652	S094	L'avventura di un lettore	raccolta	«Tempo presente»;V006;V017	«Tempo presente»;I racconti;Gli amori difficili	1958	cala	capo	L00648	generico					x	no	sì	-	Terrestri generici	29638	29642		mare	mare
L00653	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	Torino (città)			nominato	comune	sì	x			sì	sì	no	Terrestri localizzabili	108	113		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00654	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	camera	appartamento	L00659	generico			x			sì	sì	-	Terrestri generici	947	953		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00655	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	Ente	Torino (città)	L00653	generico						sì	sì	-	Terrestri generici	5587	5591		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00656	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	cucina	appartamento	L00659	generico						sì	sì	-	Terrestri generici	13036	13042		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00657	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	quartiere	Torino (città)	L00653	generico						sì	sì	-	Terrestri generici	13994	14003		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00658	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	ufficio	Ente	L00655	generico						sì	sì	-	Terrestri generici	15061	15068		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00659	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	appartamento	Torino (città)	L00653	generico						sì	sì	-	Terrestri generici	21459	21471		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00660	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	ristorantini	Torino (città)	L00653	generico						sì	sì	-	Terrestri generici	44382	44394		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00661	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	cinema	Torino (città)	L00653	generico						sì	sì	-	Terrestri generici	50034	50040		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00662	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	birreria «Urbano Rattazzi»	Torino (città)	L00653	nominato	landmark					sì	sì	sì	Terrestri Inventati	50458	50484		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00663	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	stazione	Torino (città)	L00653	generico						sì	sì	-	Terrestri generici	53685	53693		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00664	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	albergo	Torino (città)	L00653	generico						sì	sì	-	Terrestri generici	54198	54205		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00665	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	collina	Torino (città)	L00653	generico						sì	sì	-	Terrestri generici	54999	55006		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00666	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	trattoria	Torino (città)	L00653	generico						sì	sì	-	Terrestri generici	56471	56480		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00667	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	periferia 	Torino (città)	L00653	generico						sì	sì	-	Terrestri generici	67981	67990		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00668	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	Wafd	Torino (città)	L00653	nominato	landmark (fabbrica)					sì	sì	sì	Terrestri Inventati	67778	67782		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00669	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	studio 	Wafd	L00668	generico						sì	sì	-	Terrestri generici	68964	68970		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00670	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	sala	Torino (città)	L00653	generico						sì	sì	-	Terrestri generici	76911	76915		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00671	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	parco	Torino (città)	L00653	generico						sì	sì	-	Terrestri generici	78636	78641		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00672	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	viale	Torino (città)	L00653	generico						sì	sì	-	Terrestri generici	80900	80905		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00673	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	salone	Torino (città)	L00653	generico						sì	sì	-	Terrestri generici	81575	81581		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00674	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	caffè	Torino (città)	L00653	generico						sì	sì	-	Terrestri generici	87513	87518		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00675	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	controviale	Torino (città)	L00653	generico						sì	sì	-	Terrestri generici	96720	96731		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00676	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	incrocio	Torino (città)	L00653	generico						sì	sì	-	Terrestri generici	97646	97654		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00677	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	via	Torino (città)	L00653	generico						sì	sì	-	Terrestri generici	97786	97789		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00678	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	Barca Bertulla			nominato	comune					sì	sì	sì	Terrestri Inventati	98846	98860		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00679	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	strada	Barca Bertulla	L00678	generico						sì	sì	-	Terrestri generici	99325	99331		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00680	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	prati	Barca Bertulla	L00678	generico						sì	sì	-	Terrestri generici	99482	99487		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00681	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	campi	Barca Bertulla	L00678	generico					x	sì	sì	-	Terrestri generici	99915	99920		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00682	S095	La nuvola di smog	raccolta;romanzo	«Nuovi Argomenti»;V006;V012;V017	«Nuovi Argomenti»;I racconti;La nuvola di smog e La formica argentina;Gli amori difficili	1958	campagna	Barca Bertulla	L00678	generico					x	sì	sì	-	Terrestri generici	101187	101195		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00683	S096	La signora Paulatim	raccolta	«Il Caffè»;V006	«Il Caffè»;I racconti	1958	città			generico			x			no	sì	-	Terrestri generici	101	106		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00684	S096	La signora Paulatim	raccolta	«Il Caffè»;V006	«Il Caffè»;I racconti	1958	Farmaceutica Paulatim S. A.	città	L00683	nominato	landmark			x		no	sì	sì	Terrestri Inventati	1351	1378		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00685	S096	La signora Paulatim	raccolta	«Il Caffè»;V006	«Il Caffè»;I racconti	1958	Villa Ottavia	città	L00683	nominato	landmark					no	sì	sì	Terrestri Inventati	9647	9660		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00686	S096	La signora Paulatim	raccolta	«Il Caffè»;V006	«Il Caffè»;I racconti	1958	giardino	Villa Ottavia	L00685	generico						no	sì	-	Terrestri generici	11121	11129		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00687	S096	La signora Paulatim	raccolta	«Il Caffè»;V006	«Il Caffè»;I racconti	1958	via	città	L00683	generico					x	no	sì	-	Terrestri generici	14657	14660		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00688	S097	L'avventura di un viaggiatore	raccolta	«Il Verri»;V006;V017	«Il Verri»;I racconti;Gli amori difficili	1958	città	Italia Settentrionale	L00689	generico			x			sì	sì	-	Terrestri generici	59	64		paesaggio urbano;	paesaggio urbano;viaggio
L00689	S097	L'avventura di un viaggiatore	raccolta	«Il Verri»;V006;V017	«Il Verri»;I racconti;Gli amori difficili	1958	Italia settentrionale			nominato	territorio					sì	sì	no	Terrestri localizzabili	70	91		paesaggio urbano;	paesaggio urbano;viaggio
L00690	S097	L'avventura di un viaggiatore	raccolta	«Il Verri»;V006;V017	«Il Verri»;I racconti;Gli amori difficili	1958	Roma			nominato	comune				x	sì	sì	no	Terrestri localizzabili	122	126		paesaggio urbano;	paesaggio urbano;viaggio
L00691	S097	L'avventura di un viaggiatore	raccolta	«Il Verri»;V006;V017	«Il Verri»;I racconti;Gli amori difficili	1958	stazione	Italia settentrionale	L00689	generico						no	sì	-	Terrestri generici	959	967		paesaggio urbano;	paesaggio urbano;viaggio
L00692	S097	L'avventura di un viaggiatore	raccolta	«Il Verri»;V006;V017	«Il Verri»;I racconti;Gli amori difficili	1958	scompartimento			generico				x		no	sì	-	Terrestri generici	3370	3384		paesaggio urbano;	paesaggio urbano;viaggio
L00693	S097	L'avventura di un viaggiatore	raccolta	«Il Verri»;V006;V017	«Il Verri»;I racconti;Gli amori difficili	1958	Genova			nominato	comune					sì	sì	no	Terrestri localizzabili	9493	9499		paesaggio urbano;	paesaggio urbano;viaggio
L00694	S097	L'avventura di un viaggiatore	raccolta	«Il Verri»;V006;V017	«Il Verri»;I racconti;Gli amori difficili	1958	toilette			generico						no	sì	-	Terrestri generici	13649	13657		paesaggio urbano;	paesaggio urbano;viaggio
L00695	S097	L'avventura di un viaggiatore	raccolta	«Il Verri»;V006;V017	«Il Verri»;I racconti;Gli amori difficili	1958	Stazione Principe	Genova	L00693	nominato	landmark					sì	sì	no	Terrestri localizzabili	21500	21517		paesaggio urbano;	paesaggio urbano;viaggio
L00696	S097	L'avventura di un viaggiatore	raccolta	«Il Verri»;V006;V017	«Il Verri»;I racconti;Gli amori difficili	1958	Genova-Brignole	Genova	L00693	nominato	landmark					sì	sì	no	Terrestri localizzabili	21749	21754		paesaggio urbano;	paesaggio urbano;viaggio
L00697	S097	L'avventura di un viaggiatore	raccolta	«Il Verri»;V006;V017	«Il Verri»;I racconti;Gli amori difficili	1958	stazione Termini	Roma	L00690	nominato	landmark				x	sì	sì	no	Terrestri localizzabili	29664	29680		paesaggio urbano;	paesaggio urbano;viaggio
L00698	S098	La villeggiatura in panchina	raccolta	V006;V011	I racconti;Marcovaldo	1958	piazza			generico			x			no	sì	-	Terrestri generici	105	111		paesaggio urbano	paesaggio urbano
L00699	S098	La villeggiatura in panchina	raccolta	V006;V011	I racconti;Marcovaldo	1958	giardino pubblico	piazza	L00698	generico						no	sì	-	Terrestri generici	137	154		paesaggio urbano	paesaggio urbano
L00700	S098	La villeggiatura in panchina	raccolta	V006;V011	I racconti;Marcovaldo	1958	vie			generico						no	sì	-	Terrestri generici	185	188		paesaggio urbano	paesaggio urbano
L00701	S098	La villeggiatura in panchina	raccolta	V006;V011	I racconti;Marcovaldo	1958	panchina	piazza	L00698	generico				x	x	no	sì	-	Terrestri generici	1208	1216		paesaggio urbano	paesaggio urbano
L00702	S098	La villeggiatura in panchina	raccolta	V006;V011	I racconti;Marcovaldo	1958	camera			generico						no	sì	-	Terrestri generici	1323	1329		paesaggio urbano	paesaggio urbano
L00703	S098	La villeggiatura in panchina	raccolta	V006;V011	I racconti;Marcovaldo	1958	fontana	piazza	L00698	generico						no	sì	-	Terrestri generici	9664	9671		paesaggio urbano	paesaggio urbano
L00704	S098	La villeggiatura in panchina	raccolta	V006;V011	I racconti;Marcovaldo	1958	aiola	piazza	L00698	generico						no	sì	-	Terrestri generici	12579	12584		paesaggio urbano	paesaggio urbano
L00705	S099	Va' così che vai bene	raccolta	V006	I racconti	1958	letto			generico			x			no	sì	-	Terrestri generici	744	749		nessuno	nessuno
L00706	S099	Va' così che vai bene	raccolta	V006	I racconti	1958	muretto			generico					x	no	sì	-	Terrestri generici	4231	4238		nessuno	nessuno
L00707	S099	Va' così che vai bene	raccolta	V006	I racconti	1958	prato			generico				x		no	sì	-	Terrestri generici	15128	15133		nessuno	nessuno
L00708	S099	Va' così che vai bene	raccolta	V006	I racconti	1958	strada ferrata			generico						no	sì	-	Terrestri generici	17247	17261		nessuno	nessuno
L00709	S099	Va' così che vai bene	raccolta	V006	I racconti	1958	riva			generico						no	sì	-	Terrestri generici	23692	23696		nessuno	nessuno
L00710	S100	Un letto di passaggio	raccolta	V006;V017	I racconti;Gli amori difficili	1958	vicolo	città vecchia	L00711	generico			x			no	sì	-	Terrestri generici	217	223		paesaggio urbano	paesaggio urbano
L00711	S100	Un letto di passaggio	raccolta	V006;V017	I racconti;Gli amori difficili	1958	città vecchia			generico						no	sì	-	Terrestri generici	441	454		paesaggio urbano	paesaggio urbano
L00712	S100	Un letto di passaggio	raccolta	V006;V017	I racconti;Gli amori difficili	1958	città nuova			generico						no	sì	-	Terrestri generici	882	893		paesaggio urbano	paesaggio urbano
L00713	S100	Un letto di passaggio	raccolta	V006;V017	I racconti;Gli amori difficili	1958	portone (casa)	città nuova	L00712	generico				x	x	no	sì	-	Terrestri generici	1103	1110		paesaggio urbano	paesaggio urbano
L00714	S101	L'avventura di un miope	raccolta	V006;V017	I racconti;Gli amori difficili	1958	strada	città	L00715	generico			x			no	sì	-	Terrestri generici	352	358		paesaggio urbano;	paesaggio urbano;viaggio
L00715	S101	L'avventura di un miope	raccolta	V006;V017	I racconti;Gli amori difficili	1958	città			generico						no	sì	-	Terrestri generici	603	608		paesaggio urbano;	paesaggio urbano;viaggio
L00716	S101	L'avventura di un miope	raccolta	V006;V017	I racconti;Gli amori difficili	1958	cinema	città	L00715	generico						no	sì	-	Terrestri generici	1080	1086		paesaggio urbano;	paesaggio urbano;viaggio
L00717	S101	L'avventura di un miope	raccolta	V006;V017	I racconti;Gli amori difficili	1958	fermata	città	L00715	generico						no	sì	-	Terrestri generici	1428	1435		paesaggio urbano;	paesaggio urbano;viaggio
L00718	S101	L'avventura di un miope	raccolta	V006;V017	I racconti;Gli amori difficili	1958	marciapiede	città	L00715	generico						no	sì	-	Terrestri generici	3059	3070		paesaggio urbano;	paesaggio urbano;viaggio
L00719	S101	L'avventura di un miope	raccolta	V006;V017	I racconti;Gli amori difficili	1958	vie	città	L00715	generico						no	sì	-	Terrestri generici	4782	4785		paesaggio urbano;	paesaggio urbano;viaggio
L00720	S101	L'avventura di un miope	raccolta	V006;V017	I racconti;Gli amori difficili	1958	V.	Settentrione	L00721	nominato	comune			x		no	sì	-	Terrestri localizzabili	8172	8174		paesaggio urbano;	paesaggio urbano;viaggio
L00721	S101	L'avventura di un miope	raccolta	V006;V017	I racconti;Gli amori difficili	1958	Settentrione			nominato	territorio					sì	sì	no	Terrestri localizzabili	10786	10798		paesaggio urbano;	paesaggio urbano;viaggio
L00722	S101	L'avventura di un miope	raccolta	V006;V017	I racconti;Gli amori difficili	1958	strada	V.	L00720	generico					x	no	sì	-	Terrestri generici	18201	18207		paesaggio urbano;	paesaggio urbano;viaggio
L00723	S102	L'avventura di una moglie	raccolta	V006;V017	I racconti;Gli amori difficili	1958	angolo			generico			x			no	sì	-	Terrestri generici	173	179		paesaggio urbano	paesaggio urbano
