id	Fonte	Titolo Fonte	Pubblicazione Fonte	Pubblicazioni Id	Pubblicazioni Titoli	year	Occorrenza	Parte di	Parte di ID	nominato/Generico	Scala	Luogo desunto	I	C	F	Localizzabile	Terrestre	Inventato	Categoria	Start	End	Nota	Tema	Tema_old
L00724	S102	L'avventura di una moglie	raccolta	V006;V017	I racconti;Gli amori difficili	1958	via			generico				x		no	sì	-	Terrestri generici	2161	2164		paesaggio urbano	paesaggio urbano
L00725	S102	L'avventura di una moglie	raccolta	V006;V017	I racconti;Gli amori difficili	1958	bar			generico						no	sì	-	Terrestri generici	5622	5625		paesaggio urbano	paesaggio urbano
L00726	S102	L'avventura di una moglie	raccolta	V006;V017	I racconti;Gli amori difficili	1958	marciapiede			generico						no	sì	-	Terrestri generici	9042	9053		paesaggio urbano	paesaggio urbano
L00727	S102	L'avventura di una moglie	raccolta	V006;V017	I racconti;Gli amori difficili	1958	portone (casa)			generico					x	no	sì	-	Terrestri generici	14371	14378		paesaggio urbano	paesaggio urbano
L00728	S103	L'avventura di due sposi	raccolta	V006;V017	I racconti;Gli amori difficili	1958	casa			generico			x			no	sì	-	Terrestri generici	246	250		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00729	S103	L'avventura di due sposi	raccolta	V006;V017	I racconti;Gli amori difficili	1958	cucina	casa	L00728	generico						no	sì	-	Terrestri generici	798	805		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00730	S103	L'avventura di due sposi	raccolta	V006;V017	I racconti;Gli amori difficili	1958	camera	casa	L00728	generico					x	no	sì	-	Terrestri generici	1460	1466		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00731	S103	L'avventura di due sposi	raccolta	V006;V017	I racconti;Gli amori difficili	1958	bagno	casa	L00728	generico						no	sì	-	Terrestri generici	2432	2437		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00732	S103	L'avventura di due sposi	raccolta	V006;V017	I racconti;Gli amori difficili	1958	pianerottolo	casa	L00728	generico				x		no	sì	-	Terrestri generici	5481	5493		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00733	S103	L'avventura di due sposi	raccolta	V006;V017	I racconti;Gli amori difficili	1958	scale	casa	L00728	generico						no	sì	-	Terrestri generici	7322	7327		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00734	S103	L'avventura di due sposi	raccolta	V006;V017	I racconti;Gli amori difficili	1958	strade			generico						no	sì	-	Terrestri generici	7461	7467		paesaggio urbano;fabbrica	paesaggio urbano;fabbrica
L00735	S104	L'avventura di un poeta	raccolta	V006;V017	I racconti;Gli amori difficili	1958	barca			generico			x			no	sì	-	Terrestri generici	278	283		mare	mare
L00736	S104	L'avventura di un poeta	raccolta	V006;V017	I racconti;Gli amori difficili	1958	costa	Meridione	L00737	generico						sì	sì	-	Terrestri generici	1069	1074		mare	mare
L00737	S104	L'avventura di un poeta	raccolta	V006;V017	I racconti;Gli amori difficili	1958	Meridione			nominato	territorio					sì	sì	no	Terrestri localizzabili	1079	1088		mare	mare
L00738	S104	L'avventura di un poeta	raccolta	V006;V017	I racconti;Gli amori difficili	1958	grotta	costa	L00736	generico						sì	sì	-	Terrestri generici	2644	2650		mare	mare
L00739	S104	L'avventura di un poeta	raccolta	V006;V017	I racconti;Gli amori difficili	1958	acqua (mare)			generico				x	x	no	sì	-	Terrestri generici	4768	4773		mare	mare
L00740	S105	L'avventura di uno sciatore	raccolta	«Successo»;V017	«Successo»;Gli amori difficili	1959	skilift			generico			x			no	sì	-	Terrestri generici	33	40		nessuno	nessuno
L00741	S105	L'avventura di uno sciatore	raccolta	«Successo»;V017	«Successo»;Gli amori difficili	1959	pista			generico						no	sì	-	Terrestri generici	3496	3501		nessuno	nessuno
L00742	S105	L'avventura di uno sciatore	raccolta	«Successo»;V017	«Successo»;Gli amori difficili	1959	cima			generico						no	sì	-	Terrestri generici	4348	4352		nessuno	nessuno
L00743	S105	L'avventura di uno sciatore	raccolta	«Successo»;V017	«Successo»;Gli amori difficili	1959	stazione di partenza			generico						no	sì	-	Terrestri generici	8643	8663		nessuno	nessuno
L00744	S105	L'avventura di uno sciatore	raccolta	«Successo»;V017	«Successo»;Gli amori difficili	1959	colle			generico					x	no	sì	-	Terrestri generici	12082	12087		nessuno	nessuno
L00745	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	Parigi	Francia	L00746	nominato	comune		x			sì	sì	no	Terrestri localizzabili	50	56		guerra;	guerra;viaggio
L00746	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	Francia			nominato	nazione					sì	sì	no	Terrestri localizzabili	85	92		guerra;	guerra;viaggio
L00747	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	campo	Parigi	L00745	generico						sì	sì	-	Terrestri generici	8428	8433		guerra;	guerra;viaggio
L00748	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	tenda	campo	L00747	generico						sì	sì	-	Terrestri generici	9771	9776		guerra;	guerra;viaggio
L00749	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	strada			generico						no	sì	-	Terrestri generici	30003	30009		guerra;	guerra;viaggio
L00750	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	valle			generico						no	sì	-	Terrestri generici	42561	42566		guerra;	guerra;viaggio
L00751	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	convento			generico						no	sì	-	Terrestri generici	44794	44802		guerra;	guerra;viaggio
L00752	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	pianura			generico						no	sì	-	Terrestri generici	47825	47832		guerra;	guerra;viaggio
L00753	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	sentieri			generico						no	sì	-	Terrestri generici	63128	63136		guerra;	guerra;viaggio
L00754	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	greto			generico						no	sì	-	Terrestri generici	63494	63499		guerra;	guerra;viaggio
L00755	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	cucine	campo	L00747	generico						no	sì	-	Terrestri generici	69219	69225		guerra;	guerra;viaggio
L00756	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	collina			generico						no	sì	-	Terrestri generici	78741	78748		guerra;	guerra;viaggio
L00757	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	bosco			generico						no	sì	-	Terrestri generici	82629	82634		guerra;	guerra;viaggio
L00758	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	riva			generico						no	sì	-	Terrestri generici	95757	95761		guerra;	guerra;viaggio
L00759	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	città			generico						no	sì	-	Terrestri generici	125583	125588		guerra;	guerra;viaggio
L00760	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	castello			generico						no	sì	-	Terrestri generici	130973	130981		guerra;	guerra;viaggio
L00761	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	Inghilterra			nominato	nazione					sì	sì	no	Terrestri localizzabili	150980	150991		guerra;	guerra;viaggio
L00762	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	monastero	Inghilterra	L00761	generico						sì	sì	-	Terrestri generici	151027	151036		guerra;	guerra;viaggio
L00763	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	porto	Inghilterra	L00761	generico						no	sì	-	Terrestri generici	152260	152265		guerra;	guerra;viaggio
L00764	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	mare			generico						no	sì	-	Terrestri generici	152359	152363		guerra;	guerra;viaggio
L00765	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	nave			generico						no	sì	-	Terrestri generici	152395	152399		guerra;	guerra;viaggio
L00766	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	Marocco			nominato	nazione					sì	sì	no	Terrestri localizzabili	153391	153398		guerra;	guerra;viaggio
L00767	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	riva	Marocco	L00766	generico						sì	sì	-	Terrestri generici	155016	155020		guerra;	guerra;viaggio
L00768	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	palazzo	Marocco	L00766	generico						sì	sì	-	Terrestri generici	157476	157483		guerra;	guerra;viaggio
L00769	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	feluca			generico						no	sì	-	Terrestri generici	159415	159421		guerra;	guerra;viaggio
L00770	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	grotta			generico						no	sì	-	Terrestri generici	160067	160073		guerra;	guerra;viaggio
L00771	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	Curvaldia			nominato	territorio					no	sì	sì	Terrestri Inventati	161954	161963		guerra;	guerra;viaggio
L00772	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	radura			generico						no	sì	-	Terrestri generici	163733	163739		guerra;	guerra;viaggio
L00773	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	accampamento			generico						no	sì	-	Terrestri generici	170849	170861		guerra;	guerra;viaggio
L00774	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	villaggi	Curvaldia	L00771	generico						no	sì	-	Terrestri generici	173059	173067		guerra;	guerra;viaggio
L00775	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	nazioni			generico						no	sì	-	Terrestri generici	176182	176189		guerra;	guerra;viaggio
L00776	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	spiaggia	Bretagna	L00777	generico	regione (territorio)					sì	sì	-	Terrestri generici	176552	176560		guerra;	guerra;viaggio
L00777	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	Bretagna	Francia	L00746	nominato	nazione					sì	sì	no	Terrestri localizzabili	176564	176572		guerra;	guerra;viaggio
L00778	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	declivio			generico						no	sì	-	Terrestri generici	188050	188058		guerra;	guerra;viaggio
L00779	V008	Il cavaliere inesistente	romanzo	V008	Il cavaliere inesistente	1959	prato			generico						no	sì	-	Terrestri generici	191234	191239		guerra;	guerra;viaggio
L00780	S106	La strada di San Giovanni	altro	«Questo e altro», n.1	«Questo e altro», n.1	1962	strada di San Pietro	Sanremo	L00788	nominato	landmark					sì	sì	no	Terrestri localizzabili	1078	1098		paesaggio urbano;natura ligure	paesaggio urbano;natura ligure
L00781	S106	La strada di San Giovanni	altro	«Questo e altro», n.1	«Questo e altro», n.1	1962	San Giovanni			nominato	comune					sì	sì	no	Terrestri localizzabili	5306	5318		paesaggio urbano;natura ligure	paesaggio urbano;natura ligure
L00782	S106	La strada di San Giovanni	altro	«Questo e altro», n.1	«Questo e altro», n.1	1962	strada di San Giovanni	Sanremo	L00788	nominato	landmark			x		sì	sì	no	Terrestri localizzabili	8660	8682		paesaggio urbano;natura ligure	paesaggio urbano;natura ligure
L00783	S106	La strada di San Giovanni	altro	«Questo e altro», n.1	«Questo e altro», n.1	1962	casa	Sanremo	L00788	generico			x			sì	sì	-	Terrestri generici	13375	13379		paesaggio urbano;natura ligure	paesaggio urbano;natura ligure
L00784	S106	La strada di San Giovanni	altro	«Questo e altro», n.1	«Questo e altro», n.1	1962	ponte di Baragallo	Sanremo	L00788	nominato	landmark					sì	sì	no	Terrestri localizzabili	20666	20684		paesaggio urbano;natura ligure	paesaggio urbano;natura ligure
L00785	S106	La strada di San Giovanni	altro	«Questo e altro», n.1	«Questo e altro», n.1	1962	mulattiera di Tasciaire	Sanremo	L00788	nominato	landmark				x	sì	sì	no	Terrestri localizzabili	24823	24846		paesaggio urbano;natura ligure	paesaggio urbano;natura ligure
L00786	S106	La strada di San Giovanni	altro	«Questo e altro», n.1	«Questo e altro», n.1	1962	villa	San Giovanni	L00781	generico						sì	sì	-	Terrestri generici	34704	34709		paesaggio urbano;natura ligure	paesaggio urbano;natura ligure
L00787	S106	La strada di San Giovanni	altro	«Questo e altro», n.1	«Questo e altro», n.1	1962	valle	Sanremo	L00788	generico						sì	sì	-	Terrestri generici	38874	38879		paesaggio urbano;natura ligure	paesaggio urbano;natura ligure
L00788	S106	La strada di San Giovanni	altro	«Questo e altro», n.1	«Questo e altro», n.1	1962	Sanremo			nominato	comune	sì				sì	sì	no	Terrestri localizzabili	-	-		paesaggio urbano;natura ligure	paesaggio urbano;natura ligure
L00789	V009	La giornata d'uno scrutatore	romanzo	V009	La giornata d'uno scrutatore	1963	casa 	Torino	L00794	generico			x			sì	sì	-	Terrestri generici	602	607		paesaggio urbano	paesaggio urbano
L00790	V009	La giornata d'uno scrutatore	romanzo	V009	La giornata d'uno scrutatore	1963	seggio elettorale	sezione	L00796	generico					x	sì	sì	-	Terrestri generici	695	712		paesaggio urbano	paesaggio urbano
L00791	V009	La giornata d'uno scrutatore	romanzo	V009	La giornata d'uno scrutatore	1963	vie	quartiere	L00792	generico						sì	sì	-	Terrestri generici	764	767		paesaggio urbano	paesaggio urbano
L00792	V009	La giornata d'uno scrutatore	romanzo	V009	La giornata d'uno scrutatore	1963	quartiere	Torino	L00794	generico						sì	sì	-	Terrestri generici	965	974		paesaggio urbano	paesaggio urbano
L00793	V009	La giornata d'uno scrutatore	romanzo	V009	La giornata d'uno scrutatore	1963	Cottolengo	Torino	L00794	nominato	landmark			x		sì	sì	no	Terrestri localizzabili	3937	3947		paesaggio urbano	paesaggio urbano
L00794	V009	La giornata d'uno scrutatore	romanzo	V009	La giornata d'uno scrutatore	1963	Torino			nominato	comune					sì	sì	no	Terrestri localizzabili	3952	3958		paesaggio urbano	paesaggio urbano
L00796	V009	La giornata d'uno scrutatore	romanzo	V009	La giornata d'uno scrutatore	1963	sezione	Cottolengo o Piccola Casa della Divina Provvidenza	L00793	generico						sì	sì	-	Terrestri generici	12822	12829		paesaggio urbano	paesaggio urbano
L00797	V009	La giornata d'uno scrutatore	romanzo	V009	La giornata d'uno scrutatore	1963	cortile	Cottolengo o Piccola Casa della Divina Provvidenza	L00793	generico						sì	sì	-	Terrestri generici	62252	62259		paesaggio urbano	paesaggio urbano
L00798	V009	La giornata d'uno scrutatore	romanzo	V009	La giornata d'uno scrutatore	1963	appartamento	casa	L00789	generico						sì	sì	-	Terrestri generici	70392	70404		paesaggio urbano	paesaggio urbano
L00799	V009	La giornata d'uno scrutatore	romanzo	V009	La giornata d'uno scrutatore	1963	reparto	Cottolengo o Piccola Casa della Divina Provvidenza	L00793	generico						sì	sì	-	Terrestri generici	91533	91540		paesaggio urbano	paesaggio urbano
L00800	V009	La giornata d'uno scrutatore	romanzo	V009	La giornata d'uno scrutatore	1963	camerone	Cottolengo o Piccola Casa della Divina Provvidenza	L00793	generico						sì	sì	-	Terrestri generici	91580	91588		paesaggio urbano	paesaggio urbano
L00801	V009	La giornata d'uno scrutatore	romanzo	V009	La giornata d'uno scrutatore	1963	veranda	Cottolengo o Piccola Casa della Divina Provvidenza	L00793	generico						sì	sì	-	Terrestri generici	103237	103244		paesaggio urbano	paesaggio urbano
L00802	V009	La giornata d'uno scrutatore	romanzo	V009	La giornata d'uno scrutatore	1963	ufficio	Cottolengo o Piccola Casa della Divina Provvidenza	L00793	generico						sì	sì	-	Terrestri generici	111275	111282		paesaggio urbano	paesaggio urbano
L00803	V009	La giornata d'uno scrutatore	romanzo	V009	La giornata d'uno scrutatore	1963	dormitori	Cottolengo o Piccola Casa della Divina Provvidenza	L00793	generico						sì	sì	-	Terrestri generici	114210	114219		paesaggio urbano	paesaggio urbano
L00804	S107	Diario in clinica	altro	«L'Europa letteraria»	«L'Europa letteraria»	1963	reparto	clinica	L00805	generico						no	sì	-	Terrestri generici	2580	2587		nessuno	nessuno
L00805	S107	Diario in clinica	altro	«L'Europa letteraria»	«L'Europa letteraria»	1963	clinica			generico						no	sì	-	Terrestri generici	5462	5469		nessuno	nessuno
L00806	S108	Marcovaldo al supermarket	raccolta	«Il Corriere dei Piccoli»;V011	«Il Corriere dei Piccoli»;Marcovaldo	1963	città			generico						no	sì	-	Terrestri generici	46	51		paesaggio urbano	paesaggio urbano
L00807	S108	Marcovaldo al supermarket	raccolta	«Il Corriere dei Piccoli»;V011	«Il Corriere dei Piccoli»;Marcovaldo	1963	supermarket	città	L00806	generico			x	x		no	sì	-	Terrestri generici	2206	2217		paesaggio urbano	paesaggio urbano
L00808	S108	Marcovaldo al supermarket	raccolta	«Il Corriere dei Piccoli»;V011	«Il Corriere dei Piccoli»;Marcovaldo	1963	impalcatura	città	L00806	generico					x	no	sì	-	Terrestri generici	9586	9597		paesaggio urbano	paesaggio urbano
L00809	S109	La pioggia e le foglie	raccolta	«Il Corriere dei Piccoli»;V011	«Il Corriere dei Piccoli»;Marcovaldo	1963	ditta	città	L00812	generico			x			no	sì	-	Terrestri generici	26	31		paesaggio urbano	paesaggio urbano
L00810	S109	La pioggia e le foglie	raccolta	«Il Corriere dei Piccoli»;V011	«Il Corriere dei Piccoli»;Marcovaldo	1963	magazzino	ditta	L00809	generico						no	sì	-	Terrestri generici	2239	2248		paesaggio urbano	paesaggio urbano
L00811	S109	La pioggia e le foglie	raccolta	«Il Corriere dei Piccoli»;V011	«Il Corriere dei Piccoli»;Marcovaldo	1963	cortile	ditta	L00809	generico				x		no	sì	-	Terrestri generici	2414	2421		paesaggio urbano	paesaggio urbano
L00812	S109	La pioggia e le foglie	raccolta	«Il Corriere dei Piccoli»;V011	«Il Corriere dei Piccoli»;Marcovaldo	1963	città			generico						no	sì	-	Terrestri generici	4061	4066		paesaggio urbano	paesaggio urbano
L00813	S109	La pioggia e le foglie	raccolta	«Il Corriere dei Piccoli»;V011	«Il Corriere dei Piccoli»;Marcovaldo	1963	casa	città	L00806	generico						no	sì	-	Terrestri generici	4596	4600		paesaggio urbano	paesaggio urbano
L00814	S109	La pioggia e le foglie	raccolta	«Il Corriere dei Piccoli»;V011	«Il Corriere dei Piccoli»;Marcovaldo	1963	quartiere	città	L00806	generico						no	sì	-	Terrestri generici	7707	7716		paesaggio urbano	paesaggio urbano
